=== PREPOST+ - FREQUENT PATTERN MINING ===
File dữ liệu: inputITtree.txt
Minsup tuyệt đối: 0 (dựa trên 12 giao dịch)
Minsup tương đối: 0.0%
Thời gian bắt đầu: Thu May 29 23:12:56 ICT 2025

========== TẤT CẢ CÁC ITEMSET THƯỜNG XUYÊN VỚI MINSUP >= 0 ==========
[1]                            support: 7
[10 7 11 4 3 1]                support: 0
[10 7 9 4 3 1]                 support: 0
[10 7 11 9 4 3 1]              support: 0
[10 7 5 4 3 1]                 support: 0
[10 7 11 5 4 3 1]              support: 0
[10 7 9 5 4 3 1]               support: 0
[10 7 11 9 5 4 3 1]            support: 0
[10 7 6 4 3 1]                 support: 0
[10 7 11 6 4 3 1]              support: 0
[10 7 9 6 4 3 1]               support: 0
[10 7 11 9 6 4 3 1]            support: 0
[10 7 5 6 4 3 1]               support: 0
[10 7 11 5 6 4 3 1]            support: 0
[10 7 9 5 6 4 3 1]             support: 0
[10 7 11 9 5 6 4 3 1]          support: 0
[10 7 2 1]                     support: 0
[10 7 11 2 1]                  support: 0
[10 7 9 2 1]                   support: 0
[10 7 11 9 2 1]                support: 0
[10 7 5 2 1]                   support: 0
[10 7 11 5 2 1]                support: 0
[10 7 9 5 2 1]                 support: 0
[10 7 11 9 5 2 1]              support: 0
[10 7 6 2 1]                   support: 0
[10 7 11 6 2 1]                support: 0
[10 7 9 6 2 1]                 support: 0
[10 7 11 9 6 2 1]              support: 0
[10 7 5 6 2 1]                 support: 0
[10 7 11 5 6 2 1]              support: 0
[10 7 9 5 6 2 1]               support: 0
[10 7 11 9 5 6 2 1]            support: 0
[10 7 4 2 1]                   support: 0
[10 7 11 4 2 1]                support: 0
[10 7 9 4 2 1]                 support: 0
[10 7 11 9 4 2 1]              support: 0
[10 7 5 4 2 1]                 support: 0
[10 7 11 5 4 2 1]              support: 0
[10 7 9 5 4 2 1]               support: 0
[10 7 11 9 5 4 2 1]            support: 0
[10 7 6 4 2 1]                 support: 0
[10 7 11 6 4 2 1]              support: 0
[10 7 9 6 4 2 1]               support: 0
[10 7 11 9 6 4 2 1]            support: 0
[10 7 5 6 4 2 1]               support: 0
[10 7 11 5 6 4 2 1]            support: 0
[10 7 9 5 6 4 2 1]             support: 0
[10 7 11 9 5 6 4 2 1]          support: 0
[10 7 3 2 1]                   support: 0
[10 7 11 3 2 1]                support: 0
[10 7 9 3 2 1]                 support: 0
[10 7 11 9 3 2 1]              support: 0
[10 7 5 3 2 1]                 support: 0
[10 7 11 5 3 2 1]              support: 0
[10 7 9 5 3 2 1]               support: 0
[10 7 11 9 5 3 2 1]            support: 0
[10 7 6 3 2 1]                 support: 0
[10 7 11 6 3 2 1]              support: 0
[10 7 9 6 3 2 1]               support: 0
[10 7 11 9 6 3 2 1]            support: 0
[10 7 5 6 3 2 1]               support: 0
[10 7 11 5 6 3 2 1]            support: 0
[10 7 9 5 6 3 2 1]             support: 0
[10 7 11 9 5 6 3 2 1]          support: 0
[10 7 4 3 2 1]                 support: 0
[10 7 11 4 3 2 1]              support: 0
[10 7 9 4 3 2 1]               support: 0
[10 7 11 9 4 3 2 1]            support: 0
[10 7 5 4 3 2 1]               support: 0
[10 7 11 5 4 3 2 1]            support: 0
[10 7 9 5 4 3 2 1]             support: 0
[10 7 11 9 5 4 3 2 1]          support: 0
[10 7 6 4 3 2 1]               support: 0
[10 7 11 6 4 3 2 1]            support: 0
[10 7 9 6 4 3 2 1]             support: 0
[10 7 11 9 6 4 3 2 1]          support: 0
[10 7 5 6 4 3 2 1]             support: 0
[10 7 11 5 6 4 3 2 1]          support: 0
[10 7 9 5 6 4 3 2 1]           support: 0
[10 7 11 9 5 6 4 3 2 1]        support: 0
[10 5]                         support: 0
[10 5 11]                      support: 0
[10 5 9]                       support: 0
[10 5 11 9]                    support: 0
[10 5 6]                       support: 0
[10 5 11 6]                    support: 0
[10 5 9 6]                     support: 0
[10 5 11 9 6]                  support: 0
[10 5 4]                       support: 0
[10 5 11 4]                    support: 0
[10 5 9 4]                     support: 0
[10 5 11 9 4]                  support: 0
[10 5 6 4]                     support: 0
[10 5 11 6 4]                  support: 0
[10 5 9 6 4]                   support: 0
[10 5 11 9 6 4]                support: 0
[10 5 3]                       support: 0
[10 5 11 3]                    support: 0
[10 5 9 3]                     support: 0
[10 5 11 9 3]                  support: 0
[10 5 6 3]                     support: 0
[10 5 11 6 3]                  support: 0
[10 5 9 6 3]                   support: 0
[10 5 11 9 6 3]                support: 0
[10 5 4 3]                     support: 0
[10 5 11 4 3]                  support: 0
[10 5 9 4 3]                   support: 0
[10 5 11 9 4 3]                support: 0
[10 5 6 4 3]                   support: 0
[10 5 11 6 4 3]                support: 0
[10 5 9 6 4 3]                 support: 0
[10 5 11 9 6 4 3]              support: 0
[10 5 2]                       support: 0
[10 5 11 2]                    support: 0
[10 5 9 2]                     support: 0
[10 5 11 9 2]                  support: 0
[10 5 6 2]                     support: 0
[10 5 11 6 2]                  support: 0
[10 5 9 6 2]                   support: 0
[10 5 11 9 6 2]                support: 0
[10 5 4 2]                     support: 0
[10 5 11 4 2]                  support: 0
[10 5 9 4 2]                   support: 0
[10 5 11 9 4 2]                support: 0
[10 5 6 4 2]                   support: 0
[10 5 11 6 4 2]                support: 0
[10 5 9 6 4 2]                 support: 0
[10 5 11 9 6 4 2]              support: 0
[10 5 3 2]                     support: 0
[10 5 11 3 2]                  support: 0
[10 5 9 3 2]                   support: 0
[10 5 11 9 3 2]                support: 0
[10 5 6 3 2]                   support: 0
[10 5 11 6 3 2]                support: 0
[10 5 9 6 3 2]                 support: 0
[10 5 11 9 6 3 2]              support: 0
[10 5 4 3 2]                   support: 0
[10 5 11 4 3 2]                support: 0
[10 5 9 4 3 2]                 support: 0
[10 5 11 9 4 3 2]              support: 0
[10 5 6 4 3 2]                 support: 0
[10 5 11 6 4 3 2]              support: 0
[10 5 9 6 4 3 2]               support: 0
[10 5 11 9 6 4 3 2]            support: 0
[10 5 1]                       support: 0
[10 5 11 1]                    support: 0
[10 5 9 1]                     support: 0
[10 5 11 9 1]                  support: 0
[10 5 6 1]                     support: 0
[10 5 11 6 1]                  support: 0
[10 5 9 6 1]                   support: 0
[10 5 11 9 6 1]                support: 0
[10 5 4 1]                     support: 0
[10 5 11 4 1]                  support: 0
[10 5 9 4 1]                   support: 0
[10 5 11 9 4 1]                support: 0
[10 5 6 4 1]                   support: 0
[10 5 11 6 4 1]                support: 0
[10 5 9 6 4 1]                 support: 0
[10 5 11 9 6 4 1]              support: 0
[10 5 3 1]                     support: 0
[10 5 11 3 1]                  support: 0
[10 5 9 3 1]                   support: 0
[10 5 11 9 3 1]                support: 0
[10 5 6 3 1]                   support: 0
[10 5 11 6 3 1]                support: 0
[10 5 9 6 3 1]                 support: 0
[10 5 11 9 6 3 1]              support: 0
[10 5 4 3 1]                   support: 0
[10 5 11 4 3 1]                support: 0
[10 5 9 4 3 1]                 support: 0
[10 5 11 9 4 3 1]              support: 0
[10 5 6 4 3 1]                 support: 0
[10 5 11 6 4 3 1]              support: 0
[10 5 9 6 4 3 1]               support: 0
[10 5 11 9 6 4 3 1]            support: 0
[10 5 2 1]                     support: 0
[10 5 11 2 1]                  support: 0
[10 5 9 2 1]                   support: 0
[10 5 11 9 2 1]                support: 0
[10 5 6 2 1]                   support: 0
[10 5 11 6 2 1]                support: 0
[10 5 9 6 2 1]                 support: 0
[10 5 11 9 6 2 1]              support: 0
[10 5 4 2 1]                   support: 0
[10 5 11 4 2 1]                support: 0
[10 5 9 4 2 1]                 support: 0
[10 5 11 9 4 2 1]              support: 0
[10 5 6 4 2 1]                 support: 0
[10 5 11 6 4 2 1]              support: 0
[10 5 9 6 4 2 1]               support: 0
[10 5 11 9 6 4 2 1]            support: 0
[10 5 3 2 1]                   support: 0
[10 5 11 3 2 1]                support: 0
[10 5 9 3 2 1]                 support: 0
[10 5 11 9 3 2 1]              support: 0
[10 5 6 3 2 1]                 support: 0
[10 5 11 6 3 2 1]              support: 0
[10 5 9 6 3 2 1]               support: 0
[10 5 11 9 6 3 2 1]            support: 0
[10 5 4 3 2 1]                 support: 0
[10 5 11 4 3 2 1]              support: 0
[10 5 9 4 3 2 1]               support: 0
[10 5 11 9 4 3 2 1]            support: 0
[10 5 6 4 3 2 1]               support: 0
[10 5 11 6 4 3 2 1]            support: 0
[10 5 9 6 4 3 2 1]             support: 0
[10 5 11 9 6 4 3 2 1]          support: 0
[10 6]                         support: 0
[10 6 11]                      support: 0
[10 6 9]                       support: 0
[10 6 11 9]                    support: 0
[10 6 4]                       support: 0
[10 6 11 4]                    support: 0
[10 6 9 4]                     support: 0
[10 6 11 9 4]                  support: 0
[10 6 3]                       support: 0
[10 6 11 3]                    support: 0
[10 6 9 3]                     support: 0
[10 6 11 9 3]                  support: 0
[10 6 4 3]                     support: 0
[10 6 11 4 3]                  support: 0
[10 6 9 4 3]                   support: 0
[10 6 11 9 4 3]                support: 0
[10 6 2]                       support: 0
[10 6 11 2]                    support: 0
[10 6 9 2]                     support: 0
[10 6 11 9 2]                  support: 0
[10 6 4 2]                     support: 0
[10 6 11 4 2]                  support: 0
[10 6 9 4 2]                   support: 0
[10 6 11 9 4 2]                support: 0
[10 6 3 2]                     support: 0
[10 6 11 3 2]                  support: 0
[10 6 9 3 2]                   support: 0
[10 6 11 9 3 2]                support: 0
[10 6 4 3 2]                   support: 0
[10 6 11 4 3 2]                support: 0
[10 6 9 4 3 2]                 support: 0
[10 6 11 9 4 3 2]              support: 0
[10 6 1]                       support: 0
[10 6 11 1]                    support: 0
[10 6 9 1]                     support: 0
[10 6 11 9 1]                  support: 0
[10 6 4 1]                     support: 0
[10 6 11 4 1]                  support: 0
[10 6 9 4 1]                   support: 0
[10 6 11 9 4 1]                support: 0
[10 6 3 1]                     support: 0
[10 6 11 3 1]                  support: 0
[10 6 9 3 1]                   support: 0
[10 6 11 9 3 1]                support: 0
[10 6 4 3 1]                   support: 0
[10 6 11 4 3 1]                support: 0
[10 6 9 4 3 1]                 support: 0
[10 6 11 9 4 3 1]              support: 0
[10 6 2 1]                     support: 0
[10 6 11 2 1]                  support: 0
[10 6 9 2 1]                   support: 0
[10 6 11 9 2 1]                support: 0
[10 6 4 2 1]                   support: 0
[10 6 11 4 2 1]                support: 0
[10 6 9 4 2 1]                 support: 0
[10 6 11 9 4 2 1]              support: 0
[10 6 3 2 1]                   support: 0
[10 6 11 3 2 1]                support: 0
[10 6 9 3 2 1]                 support: 0
[10 6 11 9 3 2 1]              support: 0
[10 6 4 3 2 1]                 support: 0
[10 6 11 4 3 2 1]              support: 0
[10 6 9 4 3 2 1]               support: 0
[10 6 11 9 4 3 2 1]            support: 0
[10 4]                         support: 0
[10 4 11]                      support: 0
[10 4 9]                       support: 0
[10 4 11 9]                    support: 0
[10 4 3]                       support: 0
[10 4 11 3]                    support: 0
[10 4 9 3]                     support: 0
[10 4 11 9 3]                  support: 0
[10 4 2]                       support: 0
[10 4 11 2]                    support: 0
[10 4 9 2]                     support: 0
[10 4 11 9 2]                  support: 0
[10 4 3 2]                     support: 0
[10 4 11 3 2]                  support: 0
[10 4 9 3 2]                   support: 0
[10 4 11 9 3 2]                support: 0
[10 4 1]                       support: 0
[10 4 11 1]                    support: 0
[10 4 9 1]                     support: 0
[10 4 11 9 1]                  support: 0
[10 4 3 1]                     support: 0
[10 4 11 3 1]                  support: 0
[10 4 9 3 1]                   support: 0
[10 4 11 9 3 1]                support: 0
[10 4 2 1]                     support: 0
[10 4 11 2 1]                  support: 0
[10 4 9 2 1]                   support: 0
[10 4 11 9 2 1]                support: 0
[10 4 3 2 1]                   support: 0
[10 4 11 3 2 1]                support: 0
[10 4 9 3 2 1]                 support: 0
[10 4 11 9 3 2 1]              support: 0
[10 3]                         support: 0
[10 3 11]                      support: 0
[10 3 9]                       support: 0
[10 3 11 9]                    support: 0
[10 3 2]                       support: 0
[10 3 11 2]                    support: 0
[10 3 9 2]                     support: 0
[10 3 11 9 2]                  support: 0
[10 3 1]                       support: 0
[10 3 11 1]                    support: 0
[10 3 9 1]                     support: 0
[10 3 11 9 1]                  support: 0
[10 3 2 1]                     support: 0
[10 3 11 2 1]                  support: 0
[10 3 9 2 1]                   support: 0
[10 3 11 9 2 1]                support: 0
[10 2]                         support: 0
[10 2 11]                      support: 0
[10 2 9]                       support: 0
[10 2 11 9]                    support: 0
[10 2 1]                       support: 0
[10 2 11 1]                    support: 0
[10 2 9 1]                     support: 0
[10 2 11 9 1]                  support: 0
[10 1]                         support: 0
[10 1 11]                      support: 0
[10 1 9]                       support: 0
[10 1 11 9]                    support: 0
[8 7]                          support: 0
[8 7 5]                        support: 0
[8 7 2]                        support: 0
[8 7 5 2]                      support: 0
[8 7 1]                        support: 0
[8 7 5 1]                      support: 0
[8 7 2 1]                      support: 0
[8 7 5 2 1]                    support: 0
[8 7 6]                        support: 0
[8 7 5 6]                      support: 0
[8 7 2 6]                      support: 0
[8 7 5 2 6]                    support: 0
[8 7 1 6]                      support: 0
[8 7 5 1 6]                    support: 0
[8 7 2 1 6]                    support: 0
[8 7 5 2 1 6]                  support: 0
[8 7 4]                        support: 0
[8 7 5 4]                      support: 0
[8 7 2 4]                      support: 0
[8 7 5 2 4]                    support: 0
[8 7 1 4]                      support: 0
[8 7 5 1 4]                    support: 0
[8 7 2 1 4]                    support: 0
[8 7 5 2 1 4]                  support: 0
[8 7 6 4]                      support: 0
[8 7 5 6 4]                    support: 0
[8 7 2 6 4]                    support: 0
[8 7 5 2 6 4]                  support: 0
[8 7 1 6 4]                    support: 0
[8 7 5 1 6 4]                  support: 0
[8 7 2 1 6 4]                  support: 0
[8 7 5 2 1 6 4]                support: 0
[8 7 11]                       support: 0
[8 7 5 11]                     support: 0
[8 7 2 11]                     support: 0
[8 7 5 2 11]                   support: 0
[8 7 1 11]                     support: 0
[8 7 5 1 11]                   support: 0
[8 7 2 1 11]                   support: 0
[8 7 5 2 1 11]                 support: 0
[8 7 6 11]                     support: 0
[8 7 5 6 11]                   support: 0
[8 7 2 6 11]                   support: 0
[8 7 5 2 6 11]                 support: 0
[8 7 1 6 11]                   support: 0
[8 7 5 1 6 11]                 support: 0
[8 7 2 1 6 11]                 support: 0
[8 7 5 2 1 6 11]               support: 0
